sector,s_activas,afinidad_t,afinidad_m,t_min,t_max,t_avg,clase_fatiga,t_skills_0,m_skills_0,s_skills_0
21,12,0.8629319399920979,0.922185580095872,10,32,21.0,0,"[9, 8, 7, 3, 1, 6, 6, 1, 6, 6, 7, 3, 1, 5, 5, 5, 2, 8, 7, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 9, 9, 2, 4, 8, 9, 9]","[6, 3, 5, 1, 9, 2, 5, 0, 0, 1, 1, 8, 5, 3, 0, 1, 0, 7, 9, 1]"
16,27,0.987532009209088,0.8047120747056092,7,25,16.0,0,"[9, 4, 9, 5, 1, 2, 7, 0, 4, 0, 4, 1, 0, 7, 2, 7, 3, 5, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 4, 4, 8, 5, 8, 9, 6]","[5, 6, 5, 2, 3, 1, 3, 9, 6, 8, 2, 1, 0, 8, 5, 6, 2, 3, 4, 4]"
16,13,0.0938614174493481,0.1275507129260194,3,50,26.5,4,"[7, 9, 7, 6, 5, 8, 3, 8, 7, 5, 8, 4, 8, 8, 6, 4, 3, 5, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 7, 4, 8, 2, 0, 2, 6]","[0, 7, 7, 5, 7, 9, 4, 7, 4, 6, 6, 8, 4, 2, 6, 5, 3, 2, 7, 0]"
18,21,0.2870302199461057,0.3109482844367007,8,27,17.5,3,"[9, 9, 9, 1, 2, 8, 3, 4, 7, 6, 0, 5, 7, 9, 0, 3, 8, 6, 8, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 8, 6, 6, 5, 3, 8, 5, 2]","[5, 7, 7, 6, 2, 6, 7, 5, 4, 5, 8, 8, 7, 9, 1, 0, 4, 6, 9, 4]"
21,28,0.7352567731115198,0.7616164122496005,2,38,20.0,1,"[1, 6, 0, 4, 8, 1, 8, 8, 6, 3, 2, 9, 3, 2, 8, 9, 8, 9, 8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 5, 0, 8, 9, 5, 7, 2, 1]","[3, 8, 5, 4, 6, 1, 9, 2, 9, 8, 8, 9, 6, 1, 4, 5, 3, 6, 6, 3]"
10,14,0.3443170203635738,0.2326401180558606,6,27,16.5,3,"[4, 4, 0, 8, 1, 6, 9, 9, 5, 8, 2, 4, 9, 8, 7, 3, 8, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 3, 8, 0, 2, 7, 0, 2, 5]","[9, 6, 6, 5, 1, 0, 2, 1, 5, 3, 8, 4, 9, 0, 0, 1, 9, 8, 8, 3]"
6,29,0.822552392120569,0.9316478636773906,5,43,24.0,0,"[8, 7, 8, 7, 1, 3, 3, 3, 2, 7, 5, 4, 4, 1, 1, 1, 8, 5, 7, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 6, 7, 9, 8, 2, 6, 4]","[9, 0, 1, 0, 9, 7, 8, 1, 1, 1, 7, 6, 1, 4, 7, 8, 3, 7, 9, 4]"
13,11,0.7358137976578012,0.6638227917788745,6,51,28.5,1,"[8, 4, 5, 5, 2, 1, 0, 7, 7, 3, 2, 7, 5, 1, 3, 5, 8, 4, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7, 4, 0, 5, 2, 6, 1, 5]","[0, 0, 4, 2, 7, 7, 3, 1, 0, 2, 6, 3, 3, 3, 2, 6, 8, 7, 5, 8]"
20,10,0.9630149964748412,0.97234121750935,3,39,21.0,0,"[0, 4, 2, 1, 1, 8, 7, 6, 1, 9, 6, 9, 1, 7, 7, 2, 9, 2, 5, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 8, 2, 5, 9, 4, 5]","[4, 1, 0, 2, 0, 5, 7, 3, 1, 9, 9, 5, 8, 5, 7, 2, 1, 5, 4, 1]"
25,12,0.8313444310911758,0.9323184990286508,1,24,12.5,0,"[8, 2, 8, 2, 5, 4, 0, 8, 1, 1, 4, 7, 5, 7, 9, 1, 1, 6, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 4, 9, 9, 3, 6, 3, 8, 7]","[5, 0, 1, 2, 0, 8, 2, 2, 7, 5, 9, 6, 2, 3, 9, 1, 1, 9, 8, 8]"
2,21,0.1631024633873271,0.1238552799670143,3,49,26.0,4,"[9, 0, 0, 3, 4, 0, 6, 3, 0, 4, 5, 0, 3, 4, 3, 6, 7, 8, 1, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 6, 8, 8, 0, 0, 3, 6]","[3, 4, 4, 7, 7, 5, 1, 3, 2, 2, 4, 1, 6, 9, 0, 3, 1, 2, 2, 2]"
21,10,0.9274111300555627,0.935188311247372,5,31,18.0,0,"[8, 7, 5, 7, 8, 5, 7, 3, 7, 4, 9, 4, 6, 9, 4, 8, 4, 3, 8, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 7, 0, 4, 5, 3, 2, 3, 5]","[8, 6, 1, 1, 6, 0, 3, 7, 8, 4, 5, 3, 0, 6, 0, 7, 5, 3, 6, 6]"
17,22,0.7234068528203973,0.7322929396327755,10,32,21.0,1,"[2, 7, 4, 9, 1, 4, 2, 5, 7, 1, 2, 0, 4, 5, 5, 7, 9, 8, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 9, 8, 7, 5, 8, 6, 0, 2]","[2, 5, 8, 9, 5, 3, 5, 7, 2, 5, 5, 5, 9, 6, 8, 0, 3, 9, 4, 8]"
7,18,0.7594342476808345,0.6700207973799355,5,50,27.5,1,"[7, 9, 2, 9, 4, 0, 8, 8, 6, 3, 7, 4, 8, 3, 4, 4, 4, 3, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 3, 7, 2, 1, 3, 4, 7, 2]","[7, 9, 2, 3, 5, 3, 3, 3, 3, 0, 7, 8, 0, 9, 0, 5, 7, 2, 9, 8]"
9,10,0.9269851783368565,0.8027862360750508,4,26,15.0,0,"[7, 7, 6, 2, 3, 1, 6, 8, 1, 4, 9, 6, 9, 6, 4, 0, 2, 3, 8, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 8, 6, 1, 4, 0, 9, 1, 2]","[3, 7, 6, 9, 6, 0, 8, 9, 8, 6, 6, 4, 2, 8, 9, 5, 7, 6, 6, 7]"
5,12,0.2807478115131699,0.3811846536137971,4,40,22.0,3,"[9, 0, 1, 9, 8, 9, 3, 2, 2, 1, 2, 2, 2, 6, 7, 1, 2, 2, 3, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 7, 0, 6, 0, 9, 8, 7]","[2, 1, 6, 1, 0, 5, 5, 2, 9, 6, 9, 0, 2, 6, 2, 1, 2, 2, 5, 4]"
17,19,0.6606659965710681,0.7335641916335534,1,59,30.0,1,"[5, 8, 7, 6, 6, 4, 9, 4, 8, 7, 6, 2, 2, 1, 8, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 2, 0, 3, 4, 6, 9]","[3, 9, 7, 6, 0, 0, 1, 4, 2, 7, 0, 6, 2, 2, 3, 5, 3, 8, 7, 9]"
11,22,0.4756812845865861,0.5364693412403797,4,46,25.0,2,"[4, 2, 8, 9, 5, 6, 3, 8, 9, 9, 8, 1, 5, 6, 4, 0, 9, 0, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 3, 8, 9, 7, 1, 0, 3]","[8, 9, 8, 6, 5, 3, 4, 7, 0, 6, 1, 4, 7, 6, 4, 7, 7, 6, 9, 9]"
23,14,0.5154225931625184,0.4543205347829426,9,30,19.5,2,"[5, 2, 0, 7, 6, 6, 0, 4, 5, 2, 0, 5, 7, 4, 2, 3, 1, 4, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 8, 8, 4, 9, 8, 3, 8, 0]","[5, 6, 7, 7, 3, 9, 0, 9, 2, 3, 3, 5, 7, 1, 2, 9, 4, 2, 7, 7]"
19,30,0.6359590508960044,0.636020669746599,6,43,24.5,1,"[4, 3, 1, 8, 5, 4, 7, 0, 5, 2, 0, 0, 0, 5, 1, 1, 4, 3, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 7, 0, 9, 4, 3, 1, 2]","[7, 7, 0, 7, 8, 6, 7, 5, 4, 2, 2, 8, 2, 0, 3, 6, 9, 5, 8, 5]"
12,15,0.5059718293758851,0.5699123756308823,9,26,17.5,2,"[9, 5, 2, 2, 4, 8, 6, 5, 8, 0, 8, 3, 3, 8, 8, 6, 1, 0, 9, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 1, 8, 4, 9, 0, 7, 9, 4]","[4, 4, 0, 7, 1, 9, 1, 4, 1, 5, 5, 8, 4, 2, 2, 4, 3, 2, 3, 0]"
3,23,0.3089463583226544,0.2601494516387358,2,20,11.0,3,"[1, 1, 3, 1, 7, 6, 8, 3, 1, 8, 4, 9, 5, 3, 1, 9, 8, 4, 1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 2, 6, 4, 3, 6, 9, 1]","[2, 1, 4, 9, 0, 4, 2, 9, 4, 3, 0, 3, 9, 1, 0, 7, 2, 1, 4, 9]"
9,14,0.116546503807992,0.0262046751011793,5,27,16.0,4,"[8, 5, 2, 0, 7, 7, 8, 3, 7, 9, 8, 9, 7, 5, 9, 3, 7, 9, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 8, 7, 9, 8, 6, 2, 5]","[6, 3, 0, 0, 3, 2, 7, 6, 4, 8, 9, 0, 6, 2, 3, 6, 2, 4, 5, 4]"
25,14,0.8800956794546231,0.8178687676618585,2,60,31.0,0,"[9, 3, 6, 2, 1, 4, 6, 9, 2, 9, 2, 8, 0, 5, 0, 9, 6, 9, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 8, 3, 0, 9, 3, 2, 9, 8]","[5, 2, 8, 2, 6, 9, 0, 9, 5, 6, 5, 5, 1, 2, 6, 2, 7, 6, 2, 9]"
7,23,0.278281909392273,0.3257928368771307,1,57,29.0,3,"[1, 4, 0, 8, 4, 1, 0, 8, 9, 4, 7, 0, 9, 9, 1, 2, 5, 4, 9, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 4, 6, 5, 7, 7, 9, 8, 7]","[6, 9, 4, 6, 0, 9, 4, 6, 1, 4, 0, 2, 5, 9, 3, 2, 3, 5, 7, 1]"
16,18,0.6534074154094732,0.7493935430906125,4,27,15.5,1,"[2, 2, 1, 8, 6, 4, 5, 5, 4, 3, 8, 9, 0, 8, 2, 2, 9, 6, 2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 8, 3, 9, 0, 5, 6, 5]","[0, 1, 5, 2, 2, 9, 2, 5, 4, 6, 3, 1, 1, 1, 5, 4, 8, 4, 8, 4]"
15,21,0.8379151442096892,0.8498926274837431,2,51,26.5,0,"[9, 9, 1, 0, 9, 3, 0, 2, 6, 1, 7, 0, 6, 1, 5, 5, 1, 0, 9, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 6, 1, 9, 0, 3, 1, 6, 4]","[2, 8, 2, 2, 1, 8, 2, 9, 4, 4, 9, 8, 2, 9, 4, 0, 1, 8, 9, 8]"
9,10,0.1074530619770021,0.1265731486152354,6,48,27.0,4,"[5, 4, 7, 2, 1, 0, 4, 6, 2, 4, 0, 0, 2, 1, 1, 8, 4, 7, 8, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 9, 4, 2, 5, 0, 3, 9]","[3, 0, 4, 2, 7, 0, 3, 5, 0, 9, 8, 5, 7, 3, 2, 7, 0, 6, 8, 6]"
21,17,0.7078227968468777,0.7467907186441659,5,45,25.0,1,"[1, 6, 5, 9, 2, 7, 9, 5, 8, 3, 2, 9, 1, 5, 6, 0, 5, 8, 8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 9, 1, 5, 8, 5, 5, 5, 7]","[9, 6, 1, 1, 6, 4, 9, 4, 1, 9, 8, 3, 1, 9, 4, 5, 9, 8, 1, 1]"
0,27,0.7393306687189598,0.6757097880984936,4,37,20.5,1,"[3, 8, 7, 9, 8, 1, 5, 7, 4, 4, 6, 2, 9, 2, 8, 9, 8, 6, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 7, 8, 2, 8, 2, 5, 5, 1]","[3, 1, 9, 6, 0, 7, 0, 2, 8, 4, 4, 9, 2, 8, 5, 5, 5, 2, 8, 8]"
19,13,0.3175409571780558,0.2187688012184733,4,40,22.0,3,"[4, 9, 6, 0, 1, 5, 0, 6, 1, 8, 0, 8, 7, 1, 9, 8, 5, 7, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 5, 3, 6, 6, 5, 9, 1, 2]","[3, 5, 9, 3, 2, 9, 6, 6, 5, 0, 1, 0, 0, 1, 9, 2, 2, 8, 8, 2]"
0,18,0.2601467335249807,0.2637823809195809,5,28,16.5,3,"[3, 5, 0, 2, 7, 7, 1, 5, 6, 1, 8, 6, 2, 8, 2, 6, 7, 3, 8, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 4, 6, 4, 8, 0, 1, 0, 8]","[3, 8, 4, 1, 4, 4, 4, 7, 3, 8, 9, 8, 8, 3, 3, 5, 2, 3, 6, 5]"
7,17,0.4609624898617427,0.484601185919424,7,21,14.0,2,"[2, 0, 8, 3, 9, 5, 9, 2, 0, 6, 5, 4, 7, 8, 3, 8, 8, 1, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 8, 7, 0, 0, 9, 0, 6, 1]","[0, 3, 6, 3, 3, 2, 9, 4, 1, 8, 7, 3, 3, 4, 2, 3, 3, 7, 9, 1]"
15,20,0.5781169542030024,0.4277007226774895,2,53,27.5,2,"[9, 9, 0, 5, 7, 9, 0, 4, 8, 8, 9, 7, 8, 8, 5, 3, 6, 4, 8, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 9, 5, 8, 1, 3, 3]","[7, 3, 3, 0, 2, 3, 9, 8, 7, 2, 2, 7, 1, 5, 3, 7, 8, 0, 8, 9]"
0,23,0.4165345660544541,0.4812679759363316,1,41,21.0,2,"[8, 2, 1, 0, 6, 4, 8, 0, 6, 4, 8, 7, 5, 8, 5, 2, 3, 0, 9, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 1, 4, 1, 1, 4, 9, 3]","[8, 5, 6, 9, 3, 2, 1, 4, 4, 0, 7, 3, 8, 6, 5, 3, 6, 4, 3, 7]"
4,17,0.6976470943171736,0.6407496012031422,8,56,32.0,1,"[0, 9, 4, 3, 6, 6, 3, 0, 3, 4, 2, 7, 6, 0, 9, 9, 3, 3, 5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 1, 5, 3, 6, 0, 7, 7, 6]","[1, 8, 6, 5, 4, 7, 7, 8, 3, 4, 9, 2, 7, 9, 4, 3, 6, 2, 6, 1]"
24,29,0.4599969042239589,0.5774786395563798,3,42,22.5,2,"[9, 1, 6, 2, 7, 8, 0, 9, 2, 7, 6, 0, 0, 7, 9, 3, 8, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8, 3, 2, 4, 5, 1, 6, 9]","[7, 4, 3, 7, 9, 4, 1, 4, 1, 2, 0, 0, 2, 3, 4, 7, 2, 3, 0, 4]"
5,13,0.7701297336502242,0.6343651301834156,6,46,26.0,1,"[3, 9, 8, 8, 6, 1, 2, 4, 1, 6, 4, 2, 0, 0, 7, 2, 8, 6, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 5, 8, 1, 4, 0, 0, 2, 4]","[9, 1, 1, 5, 7, 6, 2, 7, 1, 2, 6, 7, 8, 8, 4, 3, 0, 2, 7, 9]"
17,16,0.8522435764884253,0.9510685192689766,5,52,28.5,0,"[5, 5, 4, 8, 5, 5, 9, 7, 3, 4, 5, 6, 2, 7, 5, 7, 7, 7, 8, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 8, 3, 4, 3, 8, 6, 7, 8]","[7, 7, 2, 2, 9, 1, 1, 7, 3, 9, 9, 0, 4, 3, 3, 3, 9, 5, 3, 4]"
19,21,0.7729587830310426,0.7661402630168411,4,49,26.5,1,"[7, 0, 7, 4, 5, 4, 6, 6, 8, 0, 8, 0, 9, 9, 1, 4, 3, 8, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 3, 0, 8, 8, 2, 9, 8, 4]","[9, 5, 5, 7, 0, 1, 7, 9, 9, 5, 5, 0, 9, 5, 0, 1, 1, 7, 8, 9]"
10,20,0.4209574059887912,0.433406439037463,6,28,17.0,2,"[6, 5, 8, 4, 9, 7, 6, 1, 8, 5, 8, 6, 2, 5, 9, 2, 2, 3, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 4, 5, 5, 1, 2, 7, 8]","[4, 2, 1, 0, 3, 4, 7, 6, 0, 0, 0, 1, 1, 8, 7, 0, 0, 9, 8, 5]"
25,23,0.2099077790441518,0.3490022087241152,1,28,14.5,3,"[7, 8, 4, 7, 6, 1, 9, 7, 6, 7, 9, 2, 2, 5, 6, 2, 5, 4, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 2, 7, 4, 0, 0, 4, 0]","[3, 3, 3, 3, 6, 7, 1, 5, 6, 5, 1, 1, 6, 7, 9, 7, 0, 8, 5, 4]"
20,24,0.4703817156695256,0.4527750900934014,6,52,29.0,2,"[4, 9, 7, 5, 5, 1, 4, 2, 4, 8, 4, 9, 9, 2, 9, 1, 2, 0, 6, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 6, 9, 1, 6, 5, 8, 2, 8]","[5, 3, 5, 3, 2, 2, 8, 5, 1, 7, 9, 3, 7, 3, 1, 6, 4, 0, 1, 1]"
13,14,0.9444254367499616,0.9037297979787352,7,25,16.0,0,"[3, 7, 0, 4, 1, 7, 4, 9, 1, 9, 7, 7, 8, 9, 3, 1, 1, 1, 8, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 0, 7, 6, 9, 7, 7, 7]","[8, 0, 9, 7, 6, 8, 6, 3, 8, 5, 3, 7, 9, 2, 9, 4, 6, 1, 3, 3]"
22,22,0.1192072024882876,0.1207990539864825,9,48,28.5,4,"[6, 2, 5, 8, 3, 2, 2, 6, 2, 4, 8, 2, 1, 4, 4, 7, 0, 2, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 1, 2, 1, 7, 6, 6, 7, 6]","[1, 3, 8, 3, 7, 6, 3, 8, 3, 2, 5, 9, 0, 0, 8, 2, 9, 4, 2, 4]"
25,13,0.0056148992786368,0.0603465876578447,1,50,25.5,4,"[0, 0, 5, 7, 9, 5, 6, 1, 6, 7, 2, 9, 6, 9, 3, 7, 3, 1, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 1, 9, 7, 1, 8, 8]","[0, 2, 6, 0, 3, 8, 0, 4, 7, 4, 2, 7, 0, 4, 2, 0, 0, 4, 1, 2]"
24,15,0.7408701613725872,0.6752857012136286,3,39,21.0,1,"[9, 8, 3, 0, 3, 4, 6, 1, 5, 5, 7, 6, 7, 0, 1, 5, 5, 2, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 1, 3, 9, 8, 8, 3, 4, 2]","[5, 7, 3, 9, 7, 0, 3, 1, 1, 2, 4, 1, 3, 9, 7, 8, 2, 6, 3, 6]"
24,19,0.3110492428525512,0.2435805434432469,1,23,12.0,3,"[4, 9, 2, 6, 5, 1, 5, 6, 5, 0, 4, 5, 6, 3, 9, 9, 7, 4, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 1, 7, 1, 2, 4, 2, 3, 3]","[8, 7, 3, 4, 4, 5, 3, 4, 2, 5, 9, 0, 5, 7, 1, 0, 3, 8, 5, 9]"
6,18,0.8203473224771121,0.8857562265061362,4,29,16.5,0,"[2, 3, 8, 1, 7, 2, 5, 2, 8, 1, 6, 3, 5, 1, 4, 9, 5, 7, 5, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 3, 0, 9, 3, 8, 8, 8, 9]","[7, 7, 0, 0, 7, 0, 3, 9, 9, 6, 3, 6, 2, 7, 9, 6, 9, 6, 6, 4]"
22,22,0.5350710278801976,0.414302140173255,3,60,31.5,2,"[7, 8, 6, 9, 2, 7, 9, 2, 4, 5, 4, 2, 0, 8, 9, 8, 3, 9, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 6, 8, 0, 7, 4, 2, 4, 7]","[1, 0, 5, 2, 4, 0, 1, 9, 5, 2, 9, 5, 1, 1, 3, 9, 9, 8, 7, 1]"
2,23,0.2336269060867929,0.2839139838021233,9,23,16.0,3,"[0, 7, 5, 7, 4, 1, 5, 5, 4, 6, 1, 2, 4, 4, 4, 8, 3, 9, 9, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 6, 7, 3, 8, 9, 1, 1]","[7, 5, 1, 7, 2, 3, 2, 2, 7, 9, 9, 4, 8, 4, 0, 5, 8, 7, 4, 3]"
14,18,0.2659315716831002,0.2475330697652762,4,43,23.5,3,"[0, 1, 3, 2, 7, 6, 1, 7, 4, 2, 2, 9, 9, 8, 7, 1, 8, 4, 9, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 6, 0, 7, 1, 7, 1, 0, 1]","[8, 1, 2, 3, 2, 1, 7, 0, 5, 2, 2, 0, 2, 4, 5, 8, 4, 2, 2, 4]"
24,23,0.4858905707267634,0.4308124527624973,8,22,15.0,2,"[6, 7, 4, 6, 9, 3, 8, 4, 7, 8, 0, 7, 6, 6, 9, 2, 2, 9, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 7, 3, 4, 8, 2, 3, 5, 7]","[3, 5, 8, 0, 5, 0, 8, 0, 3, 5, 1, 5, 8, 8, 7, 0, 4, 9, 4, 3]"
